"Year","Week","Offense","n"
2010,47,"Rape",31
2010,47,"Robbery",393
2010,48,"Burglary",365
2010,48,"Fel. Assault",331
2010,48,"G.L.A.",176
2010,48,"Gr. Larceny",818
2010,48,"Misd. Assault",844
2010,48,"Murder",11
2010,48,"Petit Larceny",1743
2010,48,"Rape",21
2010,48,"Robbery",393
2010,49,"Burglary",338
2010,49,"Fel. Assault",298
2010,49,"G.L.A.",210
2010,49,"Gr. Larceny",797
2010,49,"Misd. Assault",889
2010,49,"Murder",7
2010,49,"Petit Larceny",1364
2010,49,"Rape",26
2010,49,"Robbery",381
2010,50,"Burglary",358
2010,50,"Fel. Assault",297
2010,50,"G.L.A.",202
2010,50,"Gr. Larceny",811
2010,50,"Misd. Assault",856
2010,50,"Murder",8
2010,50,"Petit Larceny",1502
2010,50,"Rape",23
2010,50,"Robbery",406
2010,51,"Burglary",422
2010,51,"Fel. Assault",284
2010,51,"G.L.A.",185
2010,51,"Gr. Larceny",879
2010,51,"Misd. Assault",925
2010,51,"Murder",8
2010,51,"Petit Larceny",1616
2010,51,"Rape",14
2010,51,"Robbery",414
2010,52,"Burglary",223
2010,52,"Fel. Assault",261
2010,52,"G.L.A.",139
2010,52,"Gr. Larceny",566
2010,52,"Misd. Assault",676
2010,52,"Murder",9
2010,52,"Petit Larceny",932
2010,52,"Rape",12
2010,52,"Robbery",315
2011,1,"Burglary",323
2011,1,"Fel. Assault",380
2011,1,"G.L.A.",180
2011,1,"Gr. Larceny",702
2011,1,"Misd. Assault",995
2011,1,"Murder",4
2011,1,"Petit Larceny",1339
2011,1,"Rape",79
2011,1,"Robbery",400
2011,2,"Burglary",339
2011,2,"Fel. Assault",295
2011,2,"G.L.A.",173
2011,2,"Gr. Larceny",604
2011,2,"Misd. Assault",816
2011,2,"Murder",10
2011,2,"Petit Larceny",1233
2011,2,"Rape",21
2011,2,"Robbery",330
2011,3,"Burglary",353
2011,3,"Fel. Assault",322
2011,3,"G.L.A.",159
2011,3,"Gr. Larceny",678
2011,3,"Misd. Assault",878
2011,3,"Murder",2
2011,3,"Petit Larceny",1356
2011,3,"Rape",29
2011,3,"Robbery",377
2011,4,"Burglary",255
2011,4,"Fel. Assault",298
2011,4,"G.L.A.",152
2011,4,"Gr. Larceny",566
2011,4,"Misd. Assault",816
2011,4,"Murder",6
2011,4,"Petit Larceny",1165
2011,4,"Rape",27
2011,4,"Robbery",338
2011,5,"Burglary",292
2011,5,"Fel. Assault",293
2011,5,"G.L.A.",158
2011,5,"Gr. Larceny",638
2011,5,"Misd. Assault",909
2011,5,"Murder",5
2011,5,"Petit Larceny",1260
2011,5,"Rape",33
2011,5,"Robbery",289
2011,6,"Burglary",352
2011,6,"Fel. Assault",308
2011,6,"G.L.A.",164
2011,6,"Gr. Larceny",646
2011,6,"Misd. Assault",903
2011,6,"Murder",15
2011,6,"Petit Larceny",1307
2011,6,"Rape",20
2011,6,"Robbery",312
2011,7,"Burglary",300
2011,7,"Fel. Assault",331
2011,7,"G.L.A.",160
2011,7,"Gr. Larceny",651
2011,7,"Misd. Assault",1010
2011,7,"Murder",4
2011,7,"Petit Larceny",1432
2011,7,"Rape",31
2011,7,"Robbery",320
2011,8,"Burglary",299
2011,8,"Fel. Assault",295
2011,8,"G.L.A.",178
2011,8,"Gr. Larceny",535
2011,8,"Misd. Assault",879
2011,8,"Murder",3
2011,8,"Petit Larceny",1302
2011,8,"Rape",25
2011,8,"Robbery",280
2011,9,"Burglary",306
2011,9,"Fel. Assault",311
2011,9,"G.L.A.",174
2011,9,"Gr. Larceny",648
2011,9,"Misd. Assault",917
2011,9,"Murder",6
2011,9,"Petit Larceny",1449
2011,9,"Rape",27
2011,9,"Robbery",290
2011,10,"Burglary",319
2011,10,"Fel. Assault",303
2011,10,"G.L.A.",204
2011,10,"Gr. Larceny",625
2011,10,"Misd. Assault",969
2011,10,"Murder",7
2011,10,"Petit Larceny",1443
2011,10,"Rape",21
2011,10,"Robbery",304
2011,11,"Burglary",281
2011,11,"Fel. Assault",345
2011,11,"G.L.A.",179
2011,11,"Gr. Larceny",696
2011,11,"Misd. Assault",991
2011,11,"Murder",14
2011,11,"Petit Larceny",1477
2011,11,"Rape",23
2011,11,"Robbery",314
2011,12,"Burglary",315
2011,12,"Fel. Assault",362
2011,12,"G.L.A.",158
2011,12,"Gr. Larceny",655
2011,12,"Misd. Assault",1014
2011,12,"Murder",7
2011,12,"Petit Larceny",1390
2011,12,"Rape",30
2011,12,"Robbery",350
2011,13,"Burglary",317
2011,13,"Fel. Assault",298
2011,13,"G.L.A.",152
2011,13,"Gr. Larceny",756
2011,13,"Misd. Assault",945
2011,13,"Murder",8
2011,13,"Petit Larceny",1450
2011,13,"Rape",32
2011,13,"Robbery",309
2011,14,"Burglary",317
2011,14,"Fel. Assault",360
2011,14,"G.L.A.",153
2011,14,"Gr. Larceny",663
2011,14,"Misd. Assault",1045
2011,14,"Murder",10
2011,14,"Petit Larceny",1489
2011,14,"Rape",20
2011,14,"Robbery",338
2011,15,"Burglary",327
2011,15,"Fel. Assault",391
2011,15,"G.L.A.",153
2011,15,"Gr. Larceny",742
2011,15,"Misd. Assault",1059
2011,15,"Murder",8
2011,15,"Petit Larceny",1505
2011,15,"Rape",31
2011,15,"Robbery",333
2011,16,"Burglary",307
2011,16,"Fel. Assault",275
2011,16,"G.L.A.",174
2011,16,"Gr. Larceny",678
2011,16,"Misd. Assault",904
2011,16,"Murder",9
2011,16,"Petit Larceny",1486
2011,16,"Rape",31
2011,16,"Robbery",275
2011,17,"Burglary",306
2011,17,"Fel. Assault",387
2011,17,"G.L.A.",165
2011,17,"Gr. Larceny",676
2011,17,"Misd. Assault",1005
2011,17,"Murder",14
2011,17,"Petit Larceny",1432
2011,17,"Rape",21
2011,17,"Robbery",341
2011,18,"Burglary",363
2011,18,"Fel. Assault",369
2011,18,"G.L.A.",158
2011,18,"Gr. Larceny",758
2011,18,"Misd. Assault",1053
2011,18,"Murder",14
2011,18,"Petit Larceny",1515
2011,18,"Rape",41
2011,18,"Robbery",375
2011,19,"Burglary",361
2011,19,"Fel. Assault",413
2011,19,"G.L.A.",141
2011,19,"Gr. Larceny",806
2011,19,"Misd. Assault",1108
2011,19,"Murder",10
2011,19,"Petit Larceny",1568
2011,19,"Rape",27
2011,19,"Robbery",370
2011,20,"Burglary",346
2011,20,"Fel. Assault",348
2011,20,"G.L.A.",172
2011,20,"Gr. Larceny",737
2011,20,"Misd. Assault",1076
2011,20,"Murder",8
2011,20,"Petit Larceny",1562
2011,20,"Rape",19
2011,20,"Robbery",386
2011,21,"Burglary",370
2011,21,"Fel. Assault",413
2011,21,"G.L.A.",164
2011,21,"Gr. Larceny",668
2011,21,"Misd. Assault",1072
2011,21,"Murder",8
2011,21,"Petit Larceny",1761
2011,21,"Rape",23
2011,21,"Robbery",380
2011,22,"Burglary",325
2011,22,"Fel. Assault",436
2011,22,"G.L.A.",154
2011,22,"Gr. Larceny",763
2011,22,"Misd. Assault",1156
2011,22,"Murder",13
2011,22,"Petit Larceny",1649
2011,22,"Rape",48
2011,22,"Robbery",383
2011,23,"Burglary",347
2011,23,"Fel. Assault",406
2011,23,"G.L.A.",155
2011,23,"Gr. Larceny",734
2011,23,"Misd. Assault",1081
2011,23,"Murder",8
2011,23,"Petit Larceny",1683
2011,23,"Rape",26
2011,23,"Robbery",355
2011,24,"Burglary",356
2011,24,"Fel. Assault",398
2011,24,"G.L.A.",161
2011,24,"Gr. Larceny",779
2011,24,"Misd. Assault",1090
2011,24,"Murder",7
2011,24,"Petit Larceny",1670
2011,24,"Rape",36
2011,24,"Robbery",386
2011,25,"Burglary",393
2011,25,"Fel. Assault",410
2011,25,"G.L.A.",144
2011,25,"Gr. Larceny",766
2011,25,"Misd. Assault",1068
2011,25,"Murder",8
2011,25,"Petit Larceny",1732
2011,25,"Rape",19
2011,25,"Robbery",400
2011,26,"Burglary",405
2011,26,"Fel. Assault",445
2011,26,"G.L.A.",198
2011,26,"Gr. Larceny",894
2011,26,"Misd. Assault",1147
2011,26,"Murder",13
2011,26,"Petit Larceny",1676
2011,26,"Rape",46
2011,26,"Robbery",375
2011,27,"Burglary",353
2011,27,"Fel. Assault",388
2011,27,"G.L.A.",163
2011,27,"Gr. Larceny",717
2011,27,"Misd. Assault",1097
2011,27,"Murder",17
2011,27,"Petit Larceny",1631
2011,27,"Rape",22
2011,27,"Robbery",386
2011,28,"Burglary",390
2011,28,"Fel. Assault",414
2011,28,"G.L.A.",196
2011,28,"Gr. Larceny",791
2011,28,"Misd. Assault",1097
2011,28,"Murder",9
2011,28,"Petit Larceny",1798
2011,28,"Rape",28
2011,28,"Robbery",372
2011,29,"Burglary",357
2011,29,"Fel. Assault",414
2011,29,"G.L.A.",218
2011,29,"Gr. Larceny",715
2011,29,"Misd. Assault",1056
2011,29,"Murder",7
2011,29,"Petit Larceny",1797
2011,29,"Rape",28
2011,29,"Robbery",396
2011,30,"Burglary",424
2011,30,"Fel. Assault",366
2011,30,"G.L.A.",222
2011,30,"Gr. Larceny",771
2011,30,"Misd. Assault",1039
2011,30,"Murder",12
2011,30,"Petit Larceny",1764
2011,30,"Rape",30
2011,30,"Robbery",424
2011,31,"Burglary",398
2011,31,"Fel. Assault",407
2011,31,"G.L.A.",208
2011,31,"Gr. Larceny",854
2011,31,"Misd. Assault",997
2011,31,"Murder",16
2011,31,"Petit Larceny",1743
2011,31,"Rape",38
2011,31,"Robbery",400
2011,32,"Burglary",393
2011,32,"Fel. Assault",385
2011,32,"G.L.A.",194
2011,32,"Gr. Larceny",797
2011,32,"Misd. Assault",1013
2011,32,"Murder",9
2011,32,"Petit Larceny",1655
2011,32,"Rape",27
2011,32,"Robbery",379
2011,33,"Burglary",419
2011,33,"Fel. Assault",331
2011,33,"G.L.A.",207
2011,33,"Gr. Larceny",811
2011,33,"Misd. Assault",968
2011,33,"Murder",9
2011,33,"Petit Larceny",1651
2011,33,"Rape",35
2011,33,"Robbery",421
2011,34,"Burglary",403
2011,34,"Fel. Assault",392
2011,34,"G.L.A.",220
2011,34,"Gr. Larceny",807
2011,34,"Misd. Assault",993
2011,34,"Murder",13
2011,34,"Petit Larceny",1640
2011,34,"Rape",26
2011,34,"Robbery",435
2011,35,"Burglary",385
2011,35,"Fel. Assault",381
2011,35,"G.L.A.",182
2011,35,"Gr. Larceny",802
2011,35,"Misd. Assault",911
2011,35,"Murder",17
2011,35,"Petit Larceny",1486
2011,35,"Rape",26
2011,35,"Robbery",361
2011,36,"Burglary",350
2011,36,"Fel. Assault",424
2011,36,"G.L.A.",229
2011,36,"Gr. Larceny",723
2011,36,"Misd. Assault",926
2011,36,"Murder",13
2011,36,"Petit Larceny",1427
2011,36,"Rape",27
2011,36,"Robbery",390
2011,37,"Burglary",362
2011,37,"Fel. Assault",353
2011,37,"G.L.A.",190
2011,37,"Gr. Larceny",834
2011,37,"Misd. Assault",978
2011,37,"Murder",8
2011,37,"Petit Larceny",1561
2011,37,"Rape",24
2011,37,"Robbery",399
2011,38,"Burglary",421
2011,38,"Fel. Assault",362
2011,38,"G.L.A.",182
2011,38,"Gr. Larceny",803
2011,38,"Misd. Assault",941
2011,38,"Murder",10
2011,38,"Petit Larceny",1654
2011,38,"Rape",13
2011,38,"Robbery",476
2011,39,"Burglary",394
2011,39,"Fel. Assault",404
2011,39,"G.L.A.",223
2011,39,"Gr. Larceny",793
2011,39,"Misd. Assault",1014
2011,39,"Murder",13
2011,39,"Petit Larceny",1701
2011,39,"Rape",23
2011,39,"Robbery",493
2011,40,"Burglary",422
2011,40,"Fel. Assault",298
2011,40,"G.L.A.",185
2011,40,"Gr. Larceny",799
2011,40,"Misd. Assault",864
2011,40,"Murder",11
2011,40,"Petit Larceny",1662
2011,40,"Rape",26
2011,40,"Robbery",409
2011,41,"Burglary",375
2011,41,"Fel. Assault",340
2011,41,"G.L.A.",197
2011,41,"Gr. Larceny",749
2011,41,"Misd. Assault",1018
2011,41,"Murder",10
2011,41,"Petit Larceny",1640
2011,41,"Rape",28
2011,41,"Robbery",439
2011,42,"Burglary",400
2011,42,"Fel. Assault",369
2011,42,"G.L.A.",203
2011,42,"Gr. Larceny",848
2011,42,"Misd. Assault",878
2011,42,"Murder",13
2011,42,"Petit Larceny",1790
2011,42,"Rape",19
2011,42,"Robbery",421
2011,43,"Burglary",397
2011,43,"Fel. Assault",321
2011,43,"G.L.A.",165
2011,43,"Gr. Larceny",854
2011,43,"Misd. Assault",867
2011,43,"Murder",8
2011,43,"Petit Larceny",1613
2011,43,"Rape",20
2011,43,"Robbery",484
2011,44,"Burglary",345
2011,44,"Fel. Assault",351
2011,44,"G.L.A.",178
2011,44,"Gr. Larceny",851
2011,44,"Misd. Assault",925
2011,44,"Murder",8
2011,44,"Petit Larceny",1537
2011,44,"Rape",40
2011,44,"Robbery",413
2011,45,"Burglary",351
2011,45,"Fel. Assault",309
2011,45,"G.L.A.",179
2011,45,"Gr. Larceny",793
2011,45,"Misd. Assault",918
2011,45,"Murder",7
2011,45,"Petit Larceny",1677
2011,45,"Rape",27
2011,45,"Robbery",394
2011,46,"Burglary",390
2011,46,"Fel. Assault",343
2011,46,"G.L.A.",190
2011,46,"Gr. Larceny",792
2011,46,"Misd. Assault",933
2011,46,"Murder",13
2011,46,"Petit Larceny",1687
2011,46,"Rape",33
2011,46,"Robbery",384
2011,47,"Burglary",412
2011,47,"Fel. Assault",360
2011,47,"G.L.A.",174
2011,47,"Gr. Larceny",822
2011,47,"Misd. Assault",963
2011,47,"Murder",10
2011,47,"Petit Larceny",1660
2011,47,"Rape",20
2011,47,"Robbery",423
2011,48,"Burglary",449
2011,48,"Fel. Assault",330
2011,48,"G.L.A.",176
2011,48,"Gr. Larceny",810
2011,48,"Misd. Assault",958
2011,48,"Murder",6
2011,48,"Petit Larceny",1685
2011,48,"Rape",33
2011,48,"Robbery",463
2011,49,"Burglary",417
2011,49,"Fel. Assault",342
2011,49,"G.L.A.",143
2011,49,"Gr. Larceny",785
2011,49,"Misd. Assault",863
2011,49,"Murder",7
2011,49,"Petit Larceny",1517
2011,49,"Rape",28
2011,49,"Robbery",394
2011,50,"Burglary",419
2011,50,"Fel. Assault",315
2011,50,"G.L.A.",205
2011,50,"Gr. Larceny",856
2011,50,"Misd. Assault",882
2011,50,"Murder",11
2011,50,"Petit Larceny",1603
2011,50,"Rape",17
2011,50,"Robbery",422
2011,51,"Burglary",462
2011,51,"Fel. Assault",295
2011,51,"G.L.A.",168
2011,51,"Gr. Larceny",888
2011,51,"Misd. Assault",854
2011,51,"Murder",11
2011,51,"Petit Larceny",1685
2011,51,"Rape",15
2011,51,"Robbery",471
2011,52,"Burglary",339
2011,52,"Fel. Assault",295
2011,52,"G.L.A.",190
2011,52,"Gr. Larceny",670
2011,52,"Misd. Assault",872
2011,52,"Murder",5
2011,52,"Petit Larceny",1390
2011,52,"Rape",18
2011,52,"Robbery",361
2012,1,"Burglary",346
2012,1,"Fel. Assault",358
2012,1,"G.L.A.",145
2012,1,"Gr. Larceny",739
2012,1,"Misd. Assault",990
2012,1,"Murder",8
2012,1,"Petit Larceny",1425
2012,1,"Rape",65
2012,1,"Robbery",361
2012,2,"Burglary",356
2012,2,"Fel. Assault",303
2012,2,"G.L.A.",132
2012,2,"Gr. Larceny",697
2012,2,"Misd. Assault",880
2012,2,"Murder",10
2012,2,"Petit Larceny",1473
2012,2,"Rape",21
2012,2,"Robbery",409
2012,3,"Burglary",359
2012,3,"Fel. Assault",278
2012,3,"G.L.A.",142
2012,3,"Gr. Larceny",680
2012,3,"Misd. Assault",854
2012,3,"Murder",5
2012,3,"Petit Larceny",1434
2012,3,"Rape",27
2012,3,"Robbery",371
2012,4,"Burglary",378
2012,4,"Fel. Assault",318
2012,4,"G.L.A.",127
2012,4,"Gr. Larceny",734
2012,4,"Misd. Assault",933
2012,4,"Murder",7
2012,4,"Petit Larceny",1588
2012,4,"Rape",21
2012,4,"Robbery",434
2012,5,"Burglary",367
2012,5,"Fel. Assault",322
2012,5,"G.L.A.",143
2012,5,"Gr. Larceny",776
2012,5,"Misd. Assault",1003
2012,5,"Murder",9
2012,5,"Petit Larceny",1512
2012,5,"Rape",31
2012,5,"Robbery",388
2012,6,"Burglary",347
2012,6,"Fel. Assault",332
2012,6,"G.L.A.",120
2012,6,"Gr. Larceny",735
2012,6,"Misd. Assault",996
2012,6,"Murder",8
2012,6,"Petit Larceny",1434
2012,6,"Rape",21
2012,6,"Robbery",304
2012,7,"Burglary",324
2012,7,"Fel. Assault",307
2012,7,"G.L.A.",145
2012,7,"Gr. Larceny",749
2012,7,"Misd. Assault",1002
2012,7,"Murder",6
2012,7,"Petit Larceny",1450
2012,7,"Rape",27
2012,7,"Robbery",351
2012,8,"Burglary",277
2012,8,"Fel. Assault",315
2012,8,"G.L.A.",147
2012,8,"Gr. Larceny",733
2012,8,"Misd. Assault",953
2012,8,"Murder",2
2012,8,"Petit Larceny",1466
2012,8,"Rape",18
2012,8,"Robbery",299
2012,9,"Burglary",324
2012,9,"Fel. Assault",296
2012,9,"G.L.A.",121
2012,9,"Gr. Larceny",771
2012,9,"Misd. Assault",1080
2012,9,"Murder",7
2012,9,"Petit Larceny",1421
2012,9,"Rape",24
2012,9,"Robbery",318
2012,10,"Burglary",313
2012,10,"Fel. Assault",321
2012,10,"G.L.A.",123
2012,10,"Gr. Larceny",701
2012,10,"Misd. Assault",1079
2012,10,"Murder",8
2012,10,"Petit Larceny",1419
2012,10,"Rape",20
2012,10,"Robbery",316
2012,11,"Burglary",316
2012,11,"Fel. Assault",401
2012,11,"G.L.A.",109
2012,11,"Gr. Larceny",761
2012,11,"Misd. Assault",1092
2012,11,"Murder",6
2012,11,"Petit Larceny",1543
2012,11,"Rape",27
2012,11,"Robbery",333
2012,12,"Burglary",333
2012,12,"Fel. Assault",393
2012,12,"G.L.A.",144
2012,12,"Gr. Larceny",684
2012,12,"Misd. Assault",1198
2012,12,"Murder",9
2012,12,"Petit Larceny",1585
2012,12,"Rape",29
2012,12,"Robbery",353
2012,13,"Burglary",291
2012,13,"Fel. Assault",330
2012,13,"G.L.A.",137
2012,13,"Gr. Larceny",727
2012,13,"Misd. Assault",1013
2012,13,"Murder",8
2012,13,"Petit Larceny",1530
2012,13,"Rape",17
2012,13,"Robbery",333
2012,14,"Burglary",339
2012,14,"Fel. Assault",363
2012,14,"G.L.A.",137
2012,14,"Gr. Larceny",774
2012,14,"Misd. Assault",1024
2012,14,"Murder",9
2012,14,"Petit Larceny",1517
2012,14,"Rape",28
2012,14,"Robbery",366
2012,15,"Burglary",312
2012,15,"Fel. Assault",373
2012,15,"G.L.A.",139
2012,15,"Gr. Larceny",688
2012,15,"Misd. Assault",974
2012,15,"Murder",8
2012,15,"Petit Larceny",1407
2012,15,"Rape",31
2012,15,"Robbery",322
2012,16,"Burglary",332
2012,16,"Fel. Assault",411
2012,16,"G.L.A.",167
2012,16,"Gr. Larceny",762
2012,16,"Misd. Assault",1192
2012,16,"Murder",12
2012,16,"Petit Larceny",1611
2012,16,"Rape",20
2012,16,"Robbery",307
2012,17,"Burglary",314
2012,17,"Fel. Assault",345
2012,17,"G.L.A.",154
2012,17,"Gr. Larceny",749
2012,17,"Misd. Assault",1092
2012,17,"Murder",5
2012,17,"Petit Larceny",1625
2012,17,"Rape",18
2012,17,"Robbery",383
2012,18,"Burglary",349
2012,18,"Fel. Assault",403
2012,18,"G.L.A.",171
2012,18,"Gr. Larceny",902
2012,18,"Misd. Assault",1164
2012,18,"Murder",3
2012,18,"Petit Larceny",1621
2012,18,"Rape",36
2012,18,"Robbery",348
2012,19,"Burglary",373
2012,19,"Fel. Assault",411
2012,19,"G.L.A.",199
2012,19,"Gr. Larceny",797
2012,19,"Misd. Assault",1181
2012,19,"Murder",7
2012,19,"Petit Larceny",1628
2012,19,"Rape",21
2012,19,"Robbery",393
2012,20,"Burglary",397
2012,20,"Fel. Assault",432
2012,20,"G.L.A.",147
2012,20,"Gr. Larceny",768
2012,20,"Misd. Assault",1126
2012,20,"Murder",11
2012,20,"Petit Larceny",1620
2012,20,"Rape",18
2012,20,"Robbery",365
2012,21,"Burglary",384
2012,21,"Fel. Assault",386
2012,21,"G.L.A.",176
2012,21,"Gr. Larceny",812
2012,21,"Misd. Assault",1144
2012,21,"Murder",12
2012,21,"Petit Larceny",1728
2012,21,"Rape",33
2012,21,"Robbery",395
2012,22,"Burglary",330
2012,22,"Fel. Assault",445
2012,22,"G.L.A.",149
2012,22,"Gr. Larceny",854
2012,22,"Misd. Assault",1182
2012,22,"Murder",5
2012,22,"Petit Larceny",1628
2012,22,"Rape",44
2012,22,"Robbery",425
2012,23,"Burglary",344
2012,23,"Fel. Assault",421
2012,23,"G.L.A.",159
2012,23,"Gr. Larceny",817
2012,23,"Misd. Assault",1071
2012,23,"Murder",14
2012,23,"Petit Larceny",1693
2012,23,"Rape",23
2012,23,"Robbery",374
2012,24,"Burglary",375
2012,24,"Fel. Assault",443
2012,24,"G.L.A.",163
2012,24,"Gr. Larceny",883
2012,24,"Misd. Assault",1170
2012,24,"Murder",12
2012,24,"Petit Larceny",1662
2012,24,"Rape",30
2012,24,"Robbery",422
2012,25,"Burglary",367
2012,25,"Fel. Assault",451
2012,25,"G.L.A.",172
2012,25,"Gr. Larceny",834
2012,25,"Misd. Assault",1109
2012,25,"Murder",4
2012,25,"Petit Larceny",1723
2012,25,"Rape",33
2012,25,"Robbery",390
2012,26,"Burglary",375
2012,26,"Fel. Assault",472
2012,26,"G.L.A.",156
2012,26,"Gr. Larceny",917
2012,26,"Misd. Assault",1156
2012,26,"Murder",8
2012,26,"Petit Larceny",1797
2012,26,"Rape",29
2012,26,"Robbery",382
2012,27,"Burglary",372
2012,27,"Fel. Assault",489
2012,27,"G.L.A.",150
2012,27,"Gr. Larceny",896
2012,27,"Misd. Assault",1307
2012,27,"Murder",23
2012,27,"Petit Larceny",1644
2012,27,"Rape",49
2012,27,"Robbery",428
2012,28,"Burglary",385
2012,28,"Fel. Assault",406
2012,28,"G.L.A.",184
2012,28,"Gr. Larceny",851
2012,28,"Misd. Assault",1145
2012,28,"Murder",8
2012,28,"Petit Larceny",1738
2012,28,"Rape",28
2012,28,"Robbery",390
2012,29,"Burglary",351
2012,29,"Fel. Assault",405
2012,29,"G.L.A.",171
2012,29,"Gr. Larceny",874
2012,29,"Misd. Assault",1106
2012,29,"Murder",7
2012,29,"Petit Larceny",1721
2012,29,"Rape",33
2012,29,"Robbery",456
2012,30,"Burglary",369
2012,30,"Fel. Assault",427
2012,30,"G.L.A.",178
2012,30,"Gr. Larceny",908
2012,30,"Misd. Assault",1212
2012,30,"Murder",9
2012,30,"Petit Larceny",1812
2012,30,"Rape",28
2012,30,"Robbery",417
2012,31,"Burglary",351
2012,31,"Fel. Assault",421
2012,31,"G.L.A.",179
2012,31,"Gr. Larceny",941
2012,31,"Misd. Assault",1115
2012,31,"Murder",12
2012,31,"Petit Larceny",1790
2012,31,"Rape",53
2012,31,"Robbery",424
2012,32,"Burglary",426
2012,32,"Fel. Assault",419
2012,32,"G.L.A.",166
2012,32,"Gr. Larceny",937
2012,32,"Misd. Assault",1160
2012,32,"Murder",7
2012,32,"Petit Larceny",1813
2012,32,"Rape",30
2012,32,"Robbery",429
2012,33,"Burglary",414
2012,33,"Fel. Assault",409
2012,33,"G.L.A.",190
2012,33,"Gr. Larceny",876
2012,33,"Misd. Assault",1131
2012,33,"Murder",10
2012,33,"Petit Larceny",1708
2012,33,"Rape",32
2012,33,"Robbery",393
2012,34,"Burglary",421
2012,34,"Fel. Assault",412
2012,34,"G.L.A.",164
2012,34,"Gr. Larceny",875
2012,34,"Misd. Assault",1168
2012,34,"Murder",11
2012,34,"Petit Larceny",1731
2012,34,"Rape",25
2012,34,"Robbery",384
2012,35,"Burglary",452
2012,35,"Fel. Assault",442
2012,35,"G.L.A.",183
2012,35,"Gr. Larceny",895
2012,35,"Misd. Assault",1117
2012,35,"Murder",9
2012,35,"Petit Larceny",1694
2012,35,"Rape",39
2012,35,"Robbery",397
2012,36,"Burglary",368
2012,36,"Fel. Assault",430
2012,36,"G.L.A.",177
2012,36,"Gr. Larceny",843
2012,36,"Misd. Assault",1132
2012,36,"Murder",13
2012,36,"Petit Larceny",1655
2012,36,"Rape",18
2012,36,"Robbery",371
2012,37,"Burglary",358
2012,37,"Fel. Assault",373
2012,37,"G.L.A.",162
2012,37,"Gr. Larceny",853
2012,37,"Misd. Assault",1049
2012,37,"Murder",6
2012,37,"Petit Larceny",1689
2012,37,"Rape",39
2012,37,"Robbery",378
2012,38,"Burglary",370
2012,38,"Fel. Assault",373
2012,38,"G.L.A.",163
2012,38,"Gr. Larceny",851
2012,38,"Misd. Assault",951
2012,38,"Murder",9
2012,38,"Petit Larceny",1724
2012,38,"Rape",22
2012,38,"Robbery",445
2012,39,"Burglary",396
2012,39,"Fel. Assault",381
2012,39,"G.L.A.",155
2012,39,"Gr. Larceny",883
2012,39,"Misd. Assault",980
2012,39,"Murder",4
2012,39,"Petit Larceny",1740
2012,39,"Rape",22
2012,39,"Robbery",470
2012,40,"Burglary",435
2012,40,"Fel. Assault",390
2012,40,"G.L.A.",211
2012,40,"Gr. Larceny",947
2012,40,"Misd. Assault",1060
2012,40,"Murder",9
2012,40,"Petit Larceny",1747
2012,40,"Rape",41
2012,40,"Robbery",439
2012,41,"Burglary",379
2012,41,"Fel. Assault",350
2012,41,"G.L.A.",158
2012,41,"Gr. Larceny",845
2012,41,"Misd. Assault",914
2012,41,"Murder",6
2012,41,"Petit Larceny",1654
2012,41,"Rape",16
2012,41,"Robbery",405
2012,42,"Burglary",419
2012,42,"Fel. Assault",409
2012,42,"G.L.A.",146
2012,42,"Gr. Larceny",890
2012,42,"Misd. Assault",980
2012,42,"Murder",7
2012,42,"Petit Larceny",1642
2012,42,"Rape",32
2012,42,"Robbery",425
2012,43,"Burglary",442
2012,43,"Fel. Assault",353
2012,43,"G.L.A.",142
2012,43,"Gr. Larceny",838
2012,43,"Misd. Assault",1000
2012,43,"Murder",9
2012,43,"Petit Larceny",1502
2012,43,"Rape",16
2012,43,"Robbery",445
2012,44,"Burglary",514
2012,44,"Fel. Assault",330
2012,44,"G.L.A.",158
2012,44,"Gr. Larceny",649
2012,44,"Misd. Assault",814
2012,44,"Murder",2
2012,44,"Petit Larceny",1110
2012,44,"Rape",44
2012,44,"Robbery",347
2012,45,"Burglary",344
2012,45,"Fel. Assault",322
2012,45,"G.L.A.",128
2012,45,"Gr. Larceny",846
2012,45,"Misd. Assault",813
2012,45,"Murder",5
2012,45,"Petit Larceny",1301
2012,45,"Rape",21
2012,45,"Robbery",342
2012,46,"Burglary",374
2012,46,"Fel. Assault",328
2012,46,"G.L.A.",150
2012,46,"Gr. Larceny",897
2012,46,"Misd. Assault",951
2012,46,"Murder",4
2012,46,"Petit Larceny",1562
2012,46,"Rape",28
2012,46,"Robbery",456
2012,47,"Burglary",435
2012,47,"Fel. Assault",370
2012,47,"G.L.A.",164
2012,47,"Gr. Larceny",818
2012,47,"Misd. Assault",917
2012,47,"Murder",5
2012,47,"Petit Larceny",1457
2012,47,"Rape",20
2012,47,"Robbery",361
2012,48,"Burglary",389
2012,48,"Fel. Assault",290
2012,48,"G.L.A.",139
2012,48,"Gr. Larceny",998
2012,48,"Misd. Assault",927
2012,48,"Murder",6
2012,48,"Petit Larceny",1606
2012,48,"Rape",35
2012,48,"Robbery",376
2012,49,"Burglary",396
2012,49,"Fel. Assault",311
2012,49,"G.L.A.",152
2012,49,"Gr. Larceny",881
2012,49,"Misd. Assault",919
2012,49,"Murder",7
2012,49,"Petit Larceny",1570
2012,49,"Rape",26
2012,49,"Robbery",391
2012,50,"Burglary",404
